x,y,z,collapse_count,last_collapsed_at
0,12,5,3,55.97571642412058
0,12,6,1,5.115164019497366
0,12,7,1,37.81562636328068
0,12,8,1,70.18289110810461
0,12,9,1,9.872401547430137
0,12,10,0,
0,12,11,0,
0,12,12,2,54.1653729304081
0,12,13,0,
0,12,14,2,91.80569375899937
0,12,15,0,
0,12,16,0,
0,12,17,0,
0,12,18,2,48.59156978813833
0,12,19,1,57.02026162890504
0,12,20,2,37.70220651387296
0,12,21,1,30.401358159081482
0,12,22,1,8.676585972993713
0,12,23,1,28.533225920505135
0,12,24,3,32.28283377155661
0,12,25,0,
0,12,26,1,10.580911315974504
0,12,27,1,23.134814502318452
0,12,28,1,46.2751251892998
0,12,29,1,14.414049916628533
0,12,30,0,
0,12,31,1,33.763282697683195
0,12,32,1,0.5807964030712927
0,12,33,0,
0,12,34,1,4.384165042540011
0,12,35,0,
0,12,36,2,81.17556079743102
0,12,37,2,58.95178377013204
0,12,38,1,9.137762866654352
0,12,39,2,69.89716210219548
0,12,40,1,34.08486551755685
0,12,41,1,48.493471985302136
0,12,42,1,26.166695694217193
0,12,43,0,
0,12,44,1,22.615588504756396
0,12,45,2,82.8747049238545
0,12,46,1,54.09220557351061
0,12,47,0,
0,12,48,1,65.66413488725013
0,12,49,1,23.72949316213189
0,13,0,1,15.614037408077017
0,13,1,0,
0,13,2,0,
0,13,3,2,75.67390041940237
0,13,4,1,49.16386616688389
0,13,5,1,92.17959518804503
0,13,6,2,83.56375687114179
0,13,7,0,
0,13,8,2,69.72767572329731
0,13,9,1,27.619137825591057
0,13,10,3,56.30477584770523
0,13,11,0,
0,13,12,1,48.55091801198722
0,13,13,0,
0,13,14,0,
0,13,15,0,
0,13,16,2,77.20727700181621
0,13,17,1,39.177423859872974
0,13,18,0,
0,13,19,0,
0,13,20,1,17.362848216035204
0,13,21,1,5.151102164584486
0,13,22,1,96.34814611925819
0,13,23,0,
0,13,24,1,4.9795717054507005
0,13,25,1,60.68565233061826
0,13,26,1,30.752622933494415
0,13,27,0,
0,13,28,1,69.37066520586589
0,13,29,0,
0,13,30,0,
0,13,31,1,0.9641106068885332
0,13,32,1,35.23950335852578
0,13,33,1,1.6775414048265826
0,13,34,0,
0,13,35,0,
0,13,36,3,50.06243572381983
0,13,37,1,75.37438541117004
0,13,38,0,
0,13,39,1,80.23679689964793
0,13,40,1,44.51706538953822
0,13,41,0,
0,13,42,1,40.576193229501925
0,13,43,1,82.38885354583071
0,13,44,0,
0,13,45,0,
0,13,46,1,52.606042827299916
0,13,47,1,70.90773816530549
0,13,48,0,
0,13,49,2,22.105703374098127
0,14,0,0,
0,14,1,1,24.32524012417782
0,14,2,0,
0,14,3,0,
0,14,4,0,
0,14,5,1,55.29059881622937
0,14,6,0,
0,14,7,2,23.01065793841302
0,14,8,1,12.007143389371628
0,14,9,1,48.394669066937105
0,14,10,0,
0,14,11,2,41.546381946413604
0,14,12,2,89.87294231144148
0,14,13,0,
0,14,14,0,
0,14,15,0,
0,14,16,2,73.30960101472243
0,14,17,1,49.175403925562904
0,14,18,0,
0,14,19,1,7.567416587585669
0,14,20,1,26.97276143379568
0,14,21,0,
0,14,22,0,
0,14,23,0,
0,14,24,1,86.64452086575164
0,14,25,1,21.862414980712014
0,14,26,0,
0,14,27,0,
0,14,28,1,66.9494311771948
0,14,29,2,15.81854775622697
0,14,30,0,
0,14,31,0,
0,14,32,1,34.61617148498718
0,14,33,1,69.96815645207535
0,14,34,3,65.59280090790955
0,14,35,1,16.861550576216377
0,14,36,2,44.32419832375087
0,14,37,1,15.268316164121856
0,14,38,0,
0,14,39,0,
0,14,40,1,55.1404502730757
0,14,41,1,46.458882304259625
0,14,42,1,12.58943124849143
0,14,43,0,
0,14,44,1,19.407113849816866
0,14,45,0,
0,14,46,2,35.45465143343344
0,14,47,0,
0,14,48,1,41.71059301734794
0,14,49,1,56.91909465700253
0,15,0,1,17.50324752301587
0,15,1,0,
0,15,2,1,53.67126439449626
0,15,3,1,0.9708142299872282
0,15,4,1,32.98927436450826
0,15,5,0,
0,15,6,2,66.87343476199439
0,15,7,0,
0,15,8,2,38.072074185802144
0,15,9,0,
0,15,10,0,
0,15,11,0,
0,15,12,1,19.97763140141401
0,15,13,3,23.164629014961456
0,15,14,2,51.14537301930583
0,15,15,0,
0,15,16,0,
0,15,17,1,30.339755929220658
0,15,18,0,
0,15,19,0,
0,15,20,0,
0,15,21,1,15.29533871754
0,15,22,0,
0,15,23,1,50.81963080072347
0,15,24,0,
0,15,25,1,96.21444094984803
0,15,26,1,10.5838810277608
0,15,27,1,2.8867513459481287
0,15,28,2,48.38718941745934
0,15,29,0,
0,15,30,1,53.28428951027915
0,15,31,1,49.9447835721288
0,15,32,4,72.1555812731615
0,15,33,1,94.44668915388007
0,15,34,1,76.571082839369
0,15,35,1,47.26326077642282
0,15,36,0,
0,15,37,1,22.457052336242352
0,15,38,1,93.69969013598127
0,15,39,1,65.43684044945273
0,15,40,0,
0,15,41,1,0.9675458202682651
0,15,42,1,56.267963450822
0,15,43,1,23.03652626468454
0,15,44,1,51.36655133892322
0,15,45,0,
0,15,46,1,64.0380031781631
0,15,47,0,
0,15,48,0,
0,15,49,2,29.65426376294272
0,16,0,0,
0,16,1,1,43.72513457235685
0,16,2,1,29.45781008527143
0,16,3,2,75.48695505588285
0,16,4,1,44.10408558187316
0,16,5,1,95.97699087689867
0,16,6,1,66.54821157385403
0,16,7,1,10.201130823902238
0,16,8,0,
0,16,9,1,59.967732420392174
0,16,10,2,79.26701458714327
0,16,11,4,76.32427438606851
0,16,12,0,
0,16,13,1,20.266910212976754
0,16,14,1,61.327867060009325
0,16,15,0,
0,16,16,0,
0,16,17,1,34.658135198539824
0,16,18,0,
0,16,19,4,74.39454039577942
0,16,20,0,
0,16,21,2,91.39610800177861
0,16,22,0,
0,16,23,0,
0,16,24,1,64.19893505755597
0,16,25,2,17.462087961101446
0,16,26,2,35.73090139226786
0,16,27,1,15.387819286661625
0,16,28,0,
0,16,29,0,
0,16,30,2,45.89804381908785
0,16,31,0,
0,16,32,1,52.96053206032612
0,16,33,1,38.439023267734285
0,16,34,2,69.30361425516948
0,16,35,1,26.99573217439702
0,16,36,1,64.62820089455793
0,16,37,0,
0,16,38,1,36.51454961473401
0,16,39,1,69.5217289535182
0,16,40,4,51.233558208763334
0,16,41,2,50.29551751387731
0,16,42,0,
0,16,43,1,96.83399737256664
0,16,44,0,
0,16,45,0,
0,16,46,0,
0,16,47,2,43.67603880024354
0,16,48,1,62.60025589199886
0,16,49,3,23.448022304167313
0,17,0,0,
0,17,1,2,34.17255870148091
0,17,2,2,52.429889345907824
0,17,3,1,4.977691269176035
0,17,4,0,
0,17,5,0,
0,17,6,0,
0,17,7,0,
0,17,8,0,
0,17,9,0,
0,17,10,0,
0,17,11,0,
0,17,12,0,
0,17,13,1,41.402192963882776
0,17,14,1,25.490577970606125
0,17,15,1,7.441479543694931
0,17,16,5,59.72389564882604
0,17,17,0,
0,17,18,1,36.166443415574534
0,17,19,0,
0,17,20,1,25.789282825487835
0,17,21,0,
0,17,22,0,
0,17,23,1,83.62986865459413
0,17,24,1,66.72765785883921
0,17,25,2,47.85745017701143
0,17,26,2,28.768893784932928
0,17,27,0,
0,17,28,1,53.190350679527064
0,17,29,1,3.846402251007097
0,17,30,0,
0,17,31,0,
0,17,32,1,88.54869682196534
0,17,33,0,
0,17,34,1,90.54913211273625
0,17,35,0,
0,17,36,0,
0,17,37,2,67.95850873635439
0,17,38,0,
0,17,39,0,
0,17,40,0,
0,17,41,0,
0,17,42,1,53.91799456668354
0,17,43,0,
0,17,44,1,34.460318112144854
0,17,45,1,62.190848591958584
0,17,46,1,46.62099876743806
0,17,47,1,30.61306554281805
0,17,48,0,
0,17,49,0,
0,18,0,1,97.18583402112748
0,18,1,3,87.41735986513844
0,18,2,1,19.277902757024528
0,18,3,2,72.39836614804567
0,18,4,0,
0,18,5,1,55.77880137618908
0,18,6,1,9.3602642463582
0,18,7,1,3.8713121418283145
0,18,8,0,
0,18,9,1,91.83200522260734
0,18,10,1,52.19198996062364
0,18,11,0,
0,18,12,1,21.22876136350387
0,18,13,1,55.050859461027756
0,18,14,0,
0,18,15,0,
0,18,16,0,
0,18,17,2,72.18643762660217
0,18,18,0,
0,18,19,0,
0,18,20,2,90.37468435550043
0,18,21,5,94.1953498697422
0,18,22,1,11.531694856445661
0,18,23,1,3.5144599038613933
0,18,24,2,29.78291767956652
0,18,25,0,
0,18,26,0,
0,18,27,2,58.58333057692072
0,18,28,2,51.8516482629996
0,18,29,2,55.08767468333751
0,18,30,0,
0,18,31,0,
0,18,32,2,38.97271131644818
0,18,33,2,20.337238428760738
0,18,34,3,44.22009412395167
0,18,35,3,74.18067802187132
0,18,36,2,50.12183162718151
0,18,37,0,
0,18,38,0,
0,18,39,1,45.27528655176366
0,18,40,0,
0,18,41,0,
0,18,42,0,
0,18,43,0,
0,18,44,0,
0,18,45,1,55.23332882932306
0,18,46,0,
0,18,47,1,61.39796764244201
0,18,48,0,
0,18,49,1,17.692427631236587
0,19,0,1,7.773715143108073
0,19,1,0,
0,19,2,0,
0,19,3,0,
0,19,4,0,
0,19,5,1,70.36476096141226
0,19,6,0,
0,19,7,0,
0,19,8,1,34.503759515570806
0,19,9,0,
0,19,10,0,
0,19,11,1,42.11286311454446
0,19,12,2,26.970163780429473
0,19,13,1,83.87762279930239
0,19,14,2,57.255531992239014
0,19,15,0,
0,19,16,1,23.42288300560291
0,19,17,1,50.557408475614366
0,19,18,0,
0,19,19,1,15.763952007721274
0,19,20,3,44.785327190058936
0,19,21,2,24.019962476521368
0,19,22,4,27.863804254731804
0,19,23,1,54.74503053260955
0,19,24,3,75.7137146333631
0,19,25,1,34.57141716115583
0,19,26,0,
0,19,27,1,27.715834324927236
0,19,28,0,
0,19,29,1,45.15752945586017
0,19,30,0,
0,19,31,2,29.89498222550866
0,19,32,2,43.86233693115065
0,19,33,1,32.92127106555061
0,19,34,2,25.027315448539618
0,19,35,1,8.667612392573012
0,19,36,0,
0,19,37,0,
0,19,38,0,
0,19,39,1,5.625778308738501
0,19,40,0,
0,19,41,0,
0,19,42,1,41.694935416197374
0,19,43,0,
0,19,44,1,46.640427099120586
0,19,45,3,93.00608838160205
0,19,46,0,
0,19,47,2,76.62977959552438
0,19,48,0,
0,19,49,1,14.567270574276634
0,20,0,0,
0,20,1,1,51.26056103219747
0,20,2,1,57.82110463928476
0,20,3,0,
0,20,4,0,
0,20,5,0,
0,20,6,2,52.274104552622774
0,20,7,1,26.556826232129126
0,20,8,2,22.587417724620654
0,20,9,0,
0,20,10,0,
0,20,11,0,
0,20,12,1,11.881934593101988
0,20,13,0,
0,20,14,2,66.26180296421786
0,20,15,1,50.065235049890696
0,20,16,3,66.39891646642381
0,20,17,3,39.75098204841975
0,20,18,2,96.14328122925578
0,20,19,2,85.53449379855338
0,20,20,4,52.69300591426957
0,20,21,0,
0,20,22,0,
0,20,23,1,51.204217242382214
0,20,24,0,
0,20,25,2,53.791832752298134
0,20,26,0,
0,20,27,0,
0,20,28,0,
0,20,29,4,42.45769855722284
0,20,30,0,
0,20,31,1,45.169901219460776
0,20,32,0,
0,20,33,0,
0,20,34,2,90.45649489628751
0,20,35,1,36.571548822853416
0,20,36,2,17.122264598038477
0,20,37,1,22.27324370571808
0,20,38,0,
0,20,39,0,
0,20,40,1,11.501119008944366
0,20,41,2,92.75579667362584
0,20,42,0,
0,20,43,1,48.37137238048968
0,20,44,1,24.20097432991795
0,20,45,0,
0,20,46,1,74.47797788235155
0,20,47,0,
0,20,48,1,32.994947199533286
0,20,49,0,
0,21,0,1,21.99533591450042
0,21,1,0,
0,21,2,1,37.02151682231851
0,21,3,2,33.36073580044089
0,21,4,1,88.19013763881361
0,21,5,2,51.33105208527014
0,21,6,3,76.46357712576062
0,21,7,0,
0,21,8,1,24.166317163844038
0,21,9,1,50.14588662701333
0,21,10,1,11.58504905510372
0,21,11,0,
0,21,12,0,
0,21,13,2,13.491068157827026
0,21,14,0,
0,21,15,1,21.280365940248572
0,21,16,0,
0,21,17,0,
0,21,18,0,
0,21,19,1,25.941559474643075
0,21,20,0,
0,21,21,0,
0,21,22,1,36.47908058523659
0,21,23,1,57.07307459654939
0,21,24,0,
0,21,25,0,
0,21,26,0,
0,21,27,2,49.82207450741024
0,21,28,1,46.32904628820555
0,21,29,1,10.562134291555163
0,21,30,0,
0,21,31,0,
0,21,32,2,50.12129143420316
0,21,33,0,
